Rent,Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Listing_Title,Listing_Description,Amenities_Text,Landmarks_Text,Reviews_Text,Complaints_Text,Lease_Rules_Text,Inquiry_Text,Inspection_Notes_Text,Scam_Flag,Scam_Rationale,Cluster
10367,2022-06-23,2,982,1 out of 2,super area,singanallur,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in singanallur, coimbatore","2 bhk semi-furnished home of 982 sq ft (super area). location: singanallur, coimbatore. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 10367 per month.","fire safety, solar lighting, parking, lift, power backup, community hall",near pharmacy (3.9 km); near hospital (2.6 km); near metro station (1.2 km),safe area with friendly neighbors. | parking is convenient and secure. | maintenance is timely and professional.,not_applicable,maintenance charges are extra. one month notice required before vacating. no loud music after 10 pm. pets allowed only with prior approval.,"need a semi-furnished home in coimbatore, prefer bachelors/family.",walls need minor repainting. electrical fittings are working properly. bathrooms are clean and functional.,no,not_applicable,1
20930,2022-06-29,2,793,4 out of 4,super area,ramanathapuram,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in ramanathapuram, coimbatore","2 bhk semi-furnished home of 793 sq ft (super area). location: ramanathapuram, coimbatore. floor: 4 out of 4. bathrooms: 2. tenant preference: bachelors/family. rent: inr 20930 per month.","rainwater harvesting, visitor parking, play area, community hall, solar lighting, gym, gated community, internet ready",near hospital (3.8 km); near church (2.7 km),parking is convenient and secure. | spacious rooms and good ventilation. | safe area with friendly neighbors.,not_applicable,no loud music after 10 pm. maintenance charges are extra. tenant must follow society by-laws. pets allowed only with prior approval.,"need a semi-furnished home in coimbatore, prefer bachelors/family.",kitchen cabinets in good condition. walls need minor repainting.,no,not_applicable,1
10217,2022-05-31,1,500,ground out of 2,carpet area,avinashi road,coimbatore,unfurnished,bachelors,1,contact agent,"1 bhk unfurnished home in avinashi road, coimbatore","1 bhk unfurnished home of 500 sq ft (carpet area). location: avinashi road, coimbatore. floor: ground out of 2. bathrooms: 1. tenant preference: bachelors. rent: inr 10217 per month.","solar lighting, community hall, club house, fire safety, lift, play area, intercom, power backup",near mosque (1.2 km); near pharmacy (2.3 km); near supermarket (1.7 km),owner is responsive and helpful. | spacious rooms and good ventilation. | easy access to public transport.,not_applicable,tenant must follow society by-laws. no loud music after 10 pm. security deposit is two months rent. no smoking inside the house.,"need a unfurnished home in coimbatore, prefer bachelors.",electrical fittings are working properly. flooring shows normal wear.,no,not_applicable,1
19552,2022-07-06,4,1955,5 out of 20,carpet area,rs puram,coimbatore,semi-furnished,family,4,contact agent,"4 bhk semi-furnished home in rs puram, coimbatore","4 bhk semi-furnished home of 1955 sq ft (carpet area). location: rs puram, coimbatore. floor: 5 out of 20. bathrooms: 4. tenant preference: family. rent: inr 19552 per month.","play area, club house, solar lighting, gym, lift, parking",near atm (0.3 km); near market (3.0 km); near mosque (3.4 km),parking is convenient and secure. | clean and well maintained building. | safe area with friendly neighbors.,not_applicable,one month notice required before vacating. no smoking inside the house. maintenance charges are extra.,"want to move in next month, budget around inr 19552.",electrical fittings are working properly. flooring shows normal wear.,no,not_applicable,0
218824,2022-07-10,4,3994,1 out of 2,super area,saibaba colony,coimbatore,semi-furnished,bachelors/family,4,contact agent,"4 bhk semi-furnished home in saibaba colony, coimbatore","4 bhk semi-furnished home of 3994 sq ft (super area). location: saibaba colony, coimbatore. floor: 1 out of 2. bathrooms: 4. tenant preference: bachelors/family. rent: inr 218824 per month.","maintenance staff, parking, waste management, intercom, power backup, visitor parking, community hall, cctv",near temple (1.5 km); near church (1.0 km); near pharmacy (2.9 km),parking is convenient and secure. | easy access to public transport.,not_applicable,no smoking inside the house. one month notice required before vacating. security deposit is two months rent.,"want to move in next month, budget around inr 218824.",good natural light in living room. flooring shows normal wear. electrical fittings are working properly.,no,not_applicable,2
24661,2022-07-06,3,2004,ground out of 2,super area,kuniamuthur,coimbatore,semi-furnished,bachelors/family,4,contact owner,"3 bhk semi-furnished home in kuniamuthur, coimbatore","3 bhk semi-furnished home of 2004 sq ft (super area). location: kuniamuthur, coimbatore. floor: ground out of 2. bathrooms: 4. tenant preference: bachelors/family. rent: inr 24661 per month.","community hall, intercom, cctv, power backup, gym, visitor parking",near pharmacy (3.2 km); near temple (2.7 km); near college (0.9 km); near atm (3.9 km),clean and well maintained building. | spacious rooms and good ventilation. | owner is responsive and helpful.,not_applicable,security deposit is two months rent. tenant must follow society by-laws. maintenance charges are extra. pets allowed only with prior approval.,"need a semi-furnished home in coimbatore, prefer bachelors/family.",electrical fittings are working properly. good natural light in living room. flooring shows normal wear.,no,not_applicable,0
25563,2022-06-29,2,1152,1 out of 3,carpet area,ukkadam,coimbatore,semi-furnished,bachelors,2,contact agent,"2 bhk semi-furnished home in ukkadam, coimbatore","2 bhk semi-furnished home of 1152 sq ft (carpet area). location: ukkadam, coimbatore. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors. rent: inr 25563 per month.","intercom, internet ready, community hall, play area, power backup, gated community, security",near hospital (3.0 km); near church (1.8 km); near metro station (2.7 km),maintenance is timely and professional. | easy access to public transport.,not_applicable,maintenance charges are extra. tenant must follow society by-laws. pets allowed only with prior approval.,"need a semi-furnished home in coimbatore, prefer bachelors.",good natural light in living room. walls need minor repainting. kitchen cabinets in good condition.,no,not_applicable,1
15422,2022-05-25,2,928,ground out of 3,super area,thudiyalur,coimbatore,unfurnished,bachelors/family,2,contact owner,"2 bhk unfurnished home in thudiyalur, coimbatore","2 bhk unfurnished home of 928 sq ft (super area). location: thudiyalur, coimbatore. floor: ground out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 15422 per month.","club house, solar lighting, power backup, fire safety, waste management, park",near temple (3.5 km); near railway station (3.5 km); near mosque (1.7 km); near school (1.5 km),owner is responsive and helpful. | easy access to public transport. | good water supply and quiet neighborhood.,not_applicable,no loud music after 10 pm. security deposit is two months rent. tenant must follow society by-laws. one month notice required before vacating.,"want to move in next month, budget around inr 15422.",walls need minor repainting. bathrooms are clean and functional. good natural light in living room.,no,not_applicable,1
4768,2022-05-25,1,239,ground out of 3,super area,ramanathapuram,coimbatore,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in ramanathapuram, coimbatore","1 bhk unfurnished home of 239 sq ft (super area). location: ramanathapuram, coimbatore. floor: ground out of 3. bathrooms: 1. tenant preference: bachelors/family. rent: inr 4768 per month.","visitor parking, internet ready, park, cctv, lift, solar lighting",near bank (1.9 km); near supermarket (0.7 km); near park (2.6 km); near bus stop (3.5 km),owner is responsive and helpful. | maintenance is timely and professional.,not_applicable,one month notice required before vacating. security deposit is two months rent. no loud music after 10 pm.,"want to move in next month, budget around inr 4768.",walls need minor repainting. electrical fittings are working properly. flooring shows normal wear.,no,not_applicable,1
33318,2022-05-19,3,1072,8 out of 12,carpet area,race course,coimbatore,semi-furnished,family,3,contact agent,"3 bhk semi-furnished home in race course, coimbatore","3 bhk semi-furnished home of 1072 sq ft (carpet area). location: race course, coimbatore. floor: 8 out of 12. bathrooms: 3. tenant preference: family. rent: inr 33318 per month.","parking, community hall, rainwater harvesting, gym, maintenance staff, club house",near bus stop (1.7 km); near bank (0.8 km); near school (2.3 km),parking is convenient and secure. | safe area with friendly neighbors.,not_applicable,no loud music after 10 pm. one month notice required before vacating. no smoking inside the house.,"need a semi-furnished home in coimbatore, prefer family.",bathrooms are clean and functional. walls need minor repainting.,no,not_applicable,0
8142,2022-05-25,1,622,ground out of 3,super area,saibaba colony,coimbatore,unfurnished,bachelors/family,2,contact owner,"1 bhk unfurnished home in saibaba colony, coimbatore","1 bhk unfurnished home of 622 sq ft (super area). location: saibaba colony, coimbatore. floor: ground out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 8142 per month.","power backup, intercom, parking, lift, gated community, rainwater harvesting",near supermarket (0.8 km); near pharmacy (2.0 km); near church (1.2 km); near bank (1.2 km),maintenance is timely and professional. | owner is responsive and helpful.,not_applicable,security deposit is two months rent. no smoking inside the house. one month notice required before vacating.,looking for a 1 bhk near saibaba colony within inr 8142.,good natural light in living room. electrical fittings are working properly.,no,not_applicable,1
19432,2022-05-20,3,1243,1 out of 2,super area,town hall,coimbatore,semi-furnished,bachelors,2,contact owner,"3 bhk semi-furnished home in town hall, coimbatore","3 bhk semi-furnished home of 1243 sq ft (super area). location: town hall, coimbatore. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors. rent: inr 19432 per month.","parking, intercom, waste management, club house, visitor parking, community hall, park, fire safety",near school (4.0 km); near railway station (1.4 km); near supermarket (3.9 km); near mall (2.9 km),good water supply and quiet neighborhood. | owner is responsive and helpful. | easy access to public transport.,broker asked for advance without visit. | unexpected maintenance charges were added.,no loud music after 10 pm. pets allowed only with prior approval. security deposit is two months rent. no smoking inside the house.,"want to move in next month, budget around inr 19432.",electrical fittings are working properly. kitchen cabinets in good condition. bathrooms are clean and functional.,yes,owner refused physical visit. | asked for payment before sharing address.,0
