Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Description,IsSynthetic
2022-06-25,3,25000,1280,1 out of 1,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1280 sq ft (super area) in MAHA BUILDERS, SAIMAA CASTLE, VELACHERY, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-06-11,2,10000,700,Ground out of 2,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 700 sq ft (super area) in Zamin Pallavaram, Pallavaram, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-07-01,2,15000,980,1 out of 4,Super Area,Purasaiwakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 980 sq ft (super area) in Purasaiwakkam, Chennai. Located on 1 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-22,2,15000,900,2 out of 2,Carpet Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (carpet area) in Ramapuram, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-07-06,1,9000,450,1 out of 1,Super Area,Virugambakkam,Chennai,Unfurnished,Family,1,Contact Owner,"1 BHK unfurnished home of 450 sq ft (super area) in Virugambakkam, Chennai. Located on 1 out of 1. Suitable for Family. 1 bathroom(s). Monthly rent: INR 9000.",No
2022-07-06,2,14000,1200,2 out of 4,Super Area,Porur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1200 sq ft (super area) in Porur, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-07-06,2,8500,650,1 out of 2,Super Area,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 650 sq ft (super area) in Jalladian Pet, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8500.",No
2022-05-19,3,35000,1903,6 out of 11,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1903 sq ft (super area) in Old Mahabalipuram Road, Chennai. Located on 6 out of 11. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 35000.",No
2022-06-29,2,10000,650,2 out of 3,Super Area,Arcot Road Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"2 BHK semi-furnished home of 650 sq ft (super area) in Arcot Road Virugambakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-05-30,1,5000,450,2 out of 2,Carpet Area,Housing Board,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 450 sq ft (carpet area) in Housing Board, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 5000.",No
2022-06-10,2,23000,900,3 out of 5,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 900 sq ft (carpet area) in besant nagar Chennai, Chennai. Located on 3 out of 5. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 23000.",No
2022-06-14,2,15000,550,2 out of 3,Super Area,Ashok Nagar,Chennai,Unfurnished,Family,1,Contact Owner,"2 BHK unfurnished home of 550 sq ft (super area) in Ashok Nagar, Chennai. Located on 2 out of 3. Suitable for Family. 1 bathroom(s). Monthly rent: INR 15000.",No
2022-06-14,2,18500,750,Ground out of 3,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 750 sq ft (super area) in Adyar, Sardar Patel Road, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18500.",No
2022-05-17,2,28000,1000,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Velachery, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 28000.",No
2022-05-19,3,32000,1050,4 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1050 sq ft (carpet area) in Vadapalani, Chennai. Located on 4 out of 12. Suitable for Family. 3 bathroom(s). Monthly rent: INR 32000.",No
2022-05-01,1,14000,650,1 out of 3,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2,Contact Owner,"1 BHK furnished home of 650 sq ft (carpet area) in Mattan Kuppam, Triplicane, Chennai. Located on 1 out of 3. Suitable for Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-06-02,1,7000,400,1 out of 3,Super Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 400 sq ft (super area) in Injambakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7000.",No
2022-05-19,3,33000,1075,7 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1075 sq ft (carpet area) in Vadapalani, Chennai. Located on 7 out of 12. Suitable for Family. 3 bathroom(s). Monthly rent: INR 33000.",No
2022-05-27,3,100000,2000,3 out of 14,Carpet Area,Alwarpet,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,"3 BHK semi-furnished home of 2000 sq ft (carpet area) in Alwarpet, Chennai. Located on 3 out of 14. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 100000.",No
2022-05-29,2,18000,720,4 out of 5,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 720 sq ft (super area) in Kasturibai Nagar, Chennai. Located on 4 out of 5. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-06-16,3,16000,1000,1 out of 3,Carpet Area,Ponniammanmedu,Chennai,Unfurnished,Bachelors,2,Contact Owner,"3 BHK unfurnished home of 1000 sq ft (carpet area) in Ponniammanmedu, Chennai. Located on 1 out of 3. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-05-02,1,8500,500,Ground out of 2,Super Area,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 500 sq ft (super area) in Ayanavaram, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8500.",No
2022-06-25,2,10000,900,Ground out of 3,Super Area,Nandivaram-Guduvancheri,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 900 sq ft (super area) in Nandivaram-Guduvancheri, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-05-15,2,13500,900,5 out of 7,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (super area) in Singaperumal Koil, Tiruchi Chennai Highway, Chennai. Located on 5 out of 7. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13500.",No
2022-07-06,2,19000,900,1 out of 3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (super area) in Kodambakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 19000.",No
2022-07-06,1,11500,1000,1 out of 2,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"1 BHK unfurnished home of 1000 sq ft (super area) in Ayappakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 11500.",No
2022-07-06,3,22000,1300,1 out of 3,Super Area,Jawahar Nagar,Chennai,Semi-Furnished,Family,3,Contact Owner,"3 BHK semi-furnished home of 1300 sq ft (super area) in Jawahar Nagar, Chennai. Located on 1 out of 3. Suitable for Family. 3 bathroom(s). Monthly rent: INR 22000.",No
2022-05-27,3,12000,1383,2 out of 4,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner,"3 BHK semi-furnished home of 1383 sq ft (super area) in Perungalathur, Chennai Bypass Road, Chennai. Located on 2 out of 4. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 12000.",No
2022-06-04,2,10000,800,Ground out of 1,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Guduvancheri, Chennai. Located on Ground out of 1. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-05-01,2,15000,1500,1 out of 1,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 1500 sq ft (carpet area) in Madambakkam, Chennai. Located on 1 out of 1. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-21,3,35000,1350,Ground out of 2,Carpet Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,"3 BHK semi-furnished home of 1350 sq ft (carpet area) in Anna Nagar West Extension, Chennai. Located on Ground out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 35000.",No
2022-06-06,3,70000,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,"3 BHK semi-furnished home of 2000 sq ft (carpet area) in Adyar, Sardar Patel Road, Chennai. Located on 3 out of 4. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 70000.",No
2022-06-21,3,32000,1200,Ground out of 4,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2,Contact Agent,"3 BHK unfurnished home of 1200 sq ft (carpet area) in Anna Nagar West Extension, Chennai. Located on Ground out of 4. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 32000.",No
2022-06-14,3,35000,1912,1 out of 4,Carpet Area,Alwarthirunagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,"3 BHK unfurnished home of 1912 sq ft (carpet area) in Alwarthirunagar, Chennai. Located on 1 out of 4. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 35000.",No
2022-07-10,1,10000,500,1 out of 2,Carpet Area,Old Washermanpet,Chennai,Unfurnished,Bachelors,1,Contact Owner,"1 BHK unfurnished home of 500 sq ft (carpet area) in Old Washermanpet, Chennai. Located on 1 out of 2. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-06-05,2,11000,950,1 out of 1,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 950 sq ft (super area) in Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road, Chennai. Located on 1 out of 1. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-05-17,2,12000,1000,1 out of 1,Carpet Area,Kolathur,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 1000 sq ft (carpet area) in Kolathur, Chennai. Located on 1 out of 1. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-05-06,3,40000,1600,11 out of 16,Carpet Area,Prestige Bellavista,Chennai,Unfurnished,Bachelors,3,Contact Owner,"3 BHK unfurnished home of 1600 sq ft (carpet area) in Prestige Bellavista, Chennai. Located on 11 out of 16. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 40000.",No
2022-05-16,2,8000,900,Ground out of 2,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 900 sq ft (super area) in Sithalapakkam, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8000.",No
2022-05-16,3,20000,1265,1 out of 3,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1265 sq ft (super area) in Adambakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 20000.",No
2022-05-24,3,12000,1060,3 out of 4,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1060 sq ft (super area) in Urapakkam, Vandalur R.F, GST Road, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-05-16,2,15000,1050,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1050 sq ft (super area) in Medavakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-10,3,27000,1500,2 out of 4,Carpet Area,Perungudi,Chennai,Unfurnished,Bachelors,3,Contact Agent,"3 BHK unfurnished home of 1500 sq ft (carpet area) in Perungudi, Chennai. Located on 2 out of 4. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 27000.",No
2022-05-12,2,13000,890,1 out of 2,Carpet Area,Oliyas Green court,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 890 sq ft (carpet area) in Oliyas Green court, Chennai. Located on 1 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-05-10,2,9000,700,1 out of 2,Carpet Area,Keelkattalai,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,"2 BHK unfurnished home of 700 sq ft (carpet area) in Keelkattalai, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 9000.",No
2022-07-02,3,25000,1146,1 out of 2,Carpet Area,Chinna Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1146 sq ft (carpet area) in Chinna Porur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-05-20,1,12000,700,1 out of 2,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 700 sq ft (super area) in Thiruvanmiyur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 12000.",No
2022-06-09,2,18000,800,Ground out of 2,Carpet Area,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Anna Nagar East, Chennai. Located on Ground out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-07-05,2,9500,640,Ground out of 1,Carpet Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 640 sq ft (carpet area) in Mogappair West, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9500.",No
2022-06-04,2,14000,909,5 out of 14,Super Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 909 sq ft (super area) in Mahindra World City, Chennai. Located on 5 out of 14. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-06-25,4,40000,2400,Ground out of 2,Carpet Area,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,3,Contact Agent,"4 BHK unfurnished home of 2400 sq ft (carpet area) in Palavakkam, E Coast Road, Chennai. Located on Ground out of 2. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 40000.",No
2022-06-25,4,70000,3800,Ground out of 1,Carpet Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,"4 BHK semi-furnished home of 3800 sq ft (carpet area) in Injambakkam, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 70000.",No
2022-05-16,2,15000,400,1 out of 3,Super Area,Periyamet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 400 sq ft (super area) in Periyamet, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-06,2,8500,886,2 out of 3,Super Area,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 886 sq ft (super area) in Pallavan Nagar-Thiruverkadu, Chennai. Located on 2 out of 3. Suitable for Family. 2 bathroom(s). Monthly rent: INR 8500.",No
2022-05-25,3,27500,1570,4 out of 5,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1570 sq ft (super area) in Sholinganallur, Chennai. Located on 4 out of 5. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 27500.",No
2022-05-20,2,15000,900,1 out of 2,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 900 sq ft (super area) in Kolathur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-16,1,5000,400,Ground out of 2,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 400 sq ft (super area) in Medavakkam, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 5000.",No
2022-05-16,2,26000,1600,Ground out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1600 sq ft (super area) in Madipakkam, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 26000.",No
2022-05-16,2,14000,1000,2 out of 3,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1000 sq ft (super area) in Chromepet, GST Road, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-05-12,2,20000,850,Ground out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 850 sq ft (super area) in Velachery, Chennai. Located on Ground out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 20000.",No
2022-06-06,2,12000,750,Ground out of 3,Super Area,Andal Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 750 sq ft (super area) in Andal Nagar, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-06-14,2,17000,750,1 out of 2,Super Area,Kamarajar Salai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 750 sq ft (super area) in Kamarajar Salai, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-06-14,3,75000,2000,3 out of 4,Carpet Area,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 2000 sq ft (carpet area) in Deepa Appartment Turnbulls, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 75000.",No
2022-05-20,3,19500,1270,1 out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"3 BHK semi-furnished home of 1270 sq ft (super area) in Madipakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 19500.",No
2022-06-28,2,10000,2000,1 out of 2,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 2000 sq ft (carpet area) in Sadhanadhapuram, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-07-02,2,32000,1250,3 out of 7,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 1250 sq ft (super area) in Nungambakkam, Chennai. Located on 3 out of 7. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 32000.",No
